"id";"ISVU Bodovi";"ISVU Ocjena";"ISVU Rok";"Kontinuirana nastava - bodovi";"Kontinuirana nastava - prolaz";"Kontinuirana nastava - vrijeme";"1. ispitni rok - bodovi";"1. ispitni rok - prolaz";"1. ispitni rok - vrijeme";"2. ispitni rok (ljetni) - bodovi";"2. ispitni rok (ljetni) - prolaz";"2. ispitni rok (ljetni) - vrijeme";"2. ispitni rok (jesenski) - bodovi";"2. ispitni rok (jesenski) - prolaz";"2. ispitni rok (jesenski) - vrijeme";"Dekanski rok - bodovi";"Dekanski rok - prolaz";"Dekanski rok - vrijeme"
"3b323b93";70.3125;4.0;"2021-02-15";41;"";"2021-02-09";70.3125;"DA ";"2021-02-19";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3b405615";66.0;3.0;"2021-02-01";66;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3b7d5043";"";"";"";1;"";"2021-02-09";23.4375;"";"2021-02-18";0.0;"";"2021-04-13";6;"";"2021-09-10";0;"";"2021-09-10"
"3bb5108a";48.0;2.0;"2021-02-01";48;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3bbc5de3";60.0;3.0;"2021-02-01";60;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3bfbda39";45.3125;2.0;"2021-02-15";17;"";"2021-02-09";45.3125;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3c14c102";47.0;2.0;"2021-02-01";47;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3c1a9906";77.0;4.0;"2021-02-01";77;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3cbd5e8b";"";"";"";41;"";"2021-02-09";35.9375;"";"2021-02-18";0.0;"";"2021-04-13";31;"";"2021-09-10";0;"";"2021-09-10"
"3cd2bc18";99.0;5.0;"2021-02-01";99;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3d544473";52.0;2.0;"2021-02-01";52;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3d8918c2";87.0;5.0;"2021-02-01";87;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3d9c4a71";90.0;5.0;"2021-02-01";90;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3db1a058";"";"";"";34;"";"2021-02-09";34.375;"";"2021-02-18";0.0;"";"2021-04-13";5;"";"2021-09-10";0;"";"2021-09-10"
"3e69e3c7";66.0;3.0;"2021-02-01";66;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3e70169c";48.0;2.0;"2021-02-01";48;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3ef2d666";78.0;4.0;"2021-02-01";78;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3f4d7288";"";"";"";7;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";2;"";"2021-09-10";0;"";"2021-09-10"
"3f60d83b";58.0;3.0;"2021-02-01";58;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3fe7863f";52.0;2.0;"2021-02-01";52;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"3ff6a3c1";45.0;2.0;"2021-02-01";45;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"403764ba";"";"";"";16;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"41926241";52.0;2.0;"2021-02-01";52;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"41972bdf";65.0;3.0;"2021-02-01";65;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"419bb32f";"";"";"";23;"";"2021-02-09";23.4375;"";"2021-02-18";0.0;"";"2021-04-13";23;"";"2021-09-10";0;"";"2021-09-10"
"41a7e513";70.0;4.0;"2021-02-01";70;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"42eb2f1c";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"434de556";48.0;2.0;"2021-02-01";48;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"43514f70";46.0;2.0;"2021-02-01";46;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"43624752";45.0;2.0;"2021-02-01";45;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"43698f57";50.0;2.0;"2021-02-01";50;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"437c298a";"";"";"";14;"";"2021-02-09";12.5;"";"2021-02-18";21.88;"";"2021-07-15";0;"";"2021-04-13";38;"";"2021-09-15"
"439e0c59";96.0;5.0;"2021-02-01";96;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"43df46c4";"";"";"";26;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"44199a94";61.0;3.0;"2021-02-01";61;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"446a76b0";77.0;4.0;"2021-02-01";77;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"447ae6cb";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4493ce57";"";"";"";18;"";"2021-02-09";20.3125;"";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"44b8794a";57.0;3.0;"2021-02-01";57;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"44c69286";65.0;3.0;"2021-02-01";65;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"44d44f80";75.0;4.0;"2021-02-01";75;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"45406af3";62.0;3.0;"2021-02-01";62;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"462dba8f";69.0;3.0;"2021-02-01";69;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"46560e8d";75.0;4.0;"2021-02-01";75;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4672ea35";96.0;5.0;"2021-02-01";96;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4674ea2e";66.0;3.0;"2021-02-01";66;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"46bbf0c5";56.0;3.0;"2021-02-01";56;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"476dda97";70.0;4.0;"2021-02-01";70;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"479fd8da";55.0;3.0;"2021-02-01";55;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"47bb5f11";"";"";"";4;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"47c7699d";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"47c79da7";55.0;3.0;"2021-02-01";55;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"47cc7b06";63.0;3.0;"2021-02-01";63;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"47def3ea";52.0;2.0;"2021-02-01";52;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4820f162";71.0;4.0;"2021-02-01";71;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"48aaa2aa";53.125;2.0;"2021-02-15";32;"";"2021-02-09";53.125;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4993418a";48.4375;2.0;"2021-02-15";37;"";"2021-02-09";48.4375;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"49c4bba8";71.0;4.0;"2021-02-01";71;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4a194ffd";80.0;4.0;"2021-02-01";80;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4b6484bd";66.0;3.0;"2021-02-01";66;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4bb491e3";57.0;3.0;"2021-02-01";57;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4c46ca14";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";38;"";"2021-09-10";0;"";"2021-09-10"
"4cafd0e4";64.0;3.0;"2021-02-01";64;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4cb0f850";"";"";"";27;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4cfa5a4b";51.0;2.0;"2021-02-01";51;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4d976ddb";60.0;3.0;"2021-02-01";60;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4da276b4";76.0;4.0;"2021-02-01";76;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4e239ade";50.0;2.0;"2021-02-01";50;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4e8793f3";"";"";"";39;"";"2021-02-09";35.9375;"";"2021-02-18";40.63;"";"2021-07-15";0;"";"2021-04-13";0;"";"2021-09-10"
"4ea63845";71.875;4.0;"2021-02-15";49;"DA ";"2021-02-09";71.875;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4eb2b9c1";94.0;5.0;"2021-02-01";94;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4f655aca";72.0;4.0;"2021-02-01";72;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4f79ae09";54.0;2.0;"2021-02-01";54;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"4f95b6ae";54.0;2.0;"2021-02-01";54;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"50bf5f33";84.0;4.0;"2021-02-01";84;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"51aaac78";77.0;4.0;"2021-02-01";77;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"51d4c0f1";73.0;4.0;"2021-02-01";73;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"51f5a45b";45.0;2.0;"2021-02-01";45;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"52adf5b7";47.0;2.0;"2021-02-01";47;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5342ea02";85.0;5.0;"2021-02-01";85;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"541fb8bb";93.0;5.0;"2021-02-01";93;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5424d9b3";82.0;4.0;"2021-02-01";82;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5485187a";51.0;2.0;"2021-02-01";51;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"549085fa";45.3125;2.0;"2021-02-15";37;"";"2021-02-09";45.3125;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"54a8ce8d";46.0;2.0;"2021-02-01";46;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5573dc90";62.0;3.0;"2021-02-01";62;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"557d46e1";71.0;4.0;"2021-02-01";71;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"55839b80";45.3125;2.0;"2021-02-15";26;"";"2021-02-09";45.3125;"DA ";"2021-02-19";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5593cc05";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"55d1ede9";49.0;2.0;"2021-02-01";49;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"575e3e3e";74.0;4.0;"2021-02-01";74;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"57705489";"";"";"";18;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"578888f4";59.0;3.0;"2021-02-01";59;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5791cb09";63.0;3.0;"2021-02-01";63;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"57eaa435";94.0;5.0;"2021-02-01";94;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5811a83e";70.0;4.0;"2021-02-01";70;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"582366a9";58.0;3.0;"2021-02-01";58;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"586305c1";57.8125;3.0;"2021-02-15";42;"";"2021-02-09";57.8125;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"58a07218";45.0;2.0;"2021-02-01";45;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"590f9476";50.0;2.0;"2021-02-01";50;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"594dbfde";59.375;3.0;"2021-02-15";39;"";"2021-02-09";59.375;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"59a7fb7a";86.0;5.0;"2021-02-01";86;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5a356916";49.0;2.0;"2021-02-01";49;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5a979974";96.0;5.0;"2021-02-01";96;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5ad00b36";71.0;4.0;"2021-02-01";71;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5ad03aea";"";"";"";0;"";"2021-02-09";9.375;"";"2021-02-18";0.0;"";"2021-04-13";19;"";"2021-09-10";0;"";"2021-09-10"
"5ae74169";"";"";"";15;"";"2021-02-09";26.5625;"";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5b12517b";49.0;2.0;"2021-02-01";49;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5b3d59be";65.0;3.0;"2021-02-01";65;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5bce5f47";92.0;5.0;"2021-02-01";92;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5c900082";48.4375;2.0;"2021-02-15";30;"";"2021-02-09";48.4375;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5cf24218";49.0;2.0;"2021-02-01";49;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5d122af9";"";"";"";20;"";"2021-02-09";9.375;"";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5dfe0484";"";"";"";9;"";"2021-02-09";14.0625;"";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5e9d9785";"";"";"";18;"";"2021-02-09";9.375;"";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5f13405f";66.0;3.0;"2021-02-01";66;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5f2cba47";55.0;3.0;"2021-02-01";55;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5f43f2c7";79.0;4.0;"2021-02-01";79;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"5f6da534";79.0;4.0;"2021-02-01";79;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"6193e086";45.3125;2.0;"2021-02-15";28;"";"2021-02-09";45.3125;"DA ";"2021-02-19";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"61a0d2ad";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"6241a69b";88.0;5.0;"2021-02-01";88;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"62c39a10";67.0;3.0;"2021-02-01";67;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"62d7e56e";"";"";"";30;"";"2021-02-09";28.125;"";"2021-02-18";0.0;"";"2021-04-13";13;"";"2021-09-10";0;"";"2021-09-10"
"6305c7b7";46.0;2.0;"2021-02-01";46;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"6400df74";"";"";"";11;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"641caf82";55.0;3.0;"2021-02-01";55;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"6471acc1";50.0;2.0;"2021-09-07";12;"";"2021-02-09";31.25;"";"2021-02-18";0.0;"";"2021-04-13";50;"DA ";"2021-09-10";0;"";"2021-09-10"
"648b0420";"";"";"";38;"";"2021-02-09";23.4375;"";"2021-02-18";0.0;"";"2021-04-13";19;"";"2021-09-13";0;"";"2021-09-10"
"6492fc5d";45.3125;2.0;"2021-02-15";31;"";"2021-02-09";45.3125;"DA ";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"6570666b";76.0;4.0;"2021-02-01";76;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"659b0790";52.0;2.0;"2021-02-01";52;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"65aec1a0";"";"";"";38;"";"2021-02-09";35.9375;"";"2021-02-18";0.0;"";"2021-04-13";11;"";"2021-09-10";0;"";"2021-09-10"
"65df380f";59.0;3.0;"2021-02-01";59;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"663fefbe";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";5;"";"2021-09-10";0;"";"2021-09-10"
"66939d69";"";"";"";0;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"66f36758";"";"";"";10;"";"2021-02-09";42.1875;"";"2021-02-18";0.0;"";"2021-04-13";17;"";"2021-09-10";0;"";"2021-09-10"
"67e44413";"";"";"";12;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";17;"";"2021-09-10";0;"";"2021-09-10"
"68bd7c50";52.0;2.0;"2021-02-01";52;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"68c11ae7";"";"";"";14;"";"2021-02-09";35.9375;"";"2021-02-18";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"693d81d9";70.0;4.0;"2021-02-01";70;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"696eee26";45.0;2.0;"2021-02-01";45;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"69958f5e";46.0;2.0;"2021-02-01";46;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"69a703a4";68.0;3.0;"2021-02-01";68;"DA ";"2021-02-10";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"69af1d79";67.0;3.0;"2021-02-01";67;"DA ";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
"6a0b97a1";"";"";"";14;"";"2021-02-09";0.0;"";"2020-11-06";0.0;"";"2021-04-13";0;"";"2021-04-13";0;"";"2021-09-10"
